age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
56.0,technician,married,secondary,no,589,yes,no,unknown,23,oct,518.0,1.0,147.0,2,success,yes
20.0,blue-collar,married,primary,no,-172,yes,yes,unknown,19,may,238.0,3.0,-1.0,0,unknown,no
28.0,services,married,secondary,no,4,yes,no,unknown,2,sep,10.0,1.0,-1.0,0,unknown,no
28.0,admin,married,secondary,no,423,yes,no,cellular,23,jul,245.0,1.0,-1.0,0,unknown,no
30.0,services,married,primary,no,1015,yes,no,cellular,30,jul,11.0,8.0,-1.0,0,unknown,no
38.0,management,married,tertiary,no,1482,yes,yes,cellular,21,jul,361.0,1.0,-1.0,0,unknown,no
50.0,management,divorced,tertiary,no,1270,yes,no,cellular,4,may,24.0,3.0,-1.0,0,unknown,no
44.0,blue-collar,married,secondary,no,-431,yes,no,unknown,29,may,52.0,8.0,-1.0,0,unknown,no
55.0,management,married,tertiary,no,2,no,yes,cellular,31,jul,126.0,2.0,-1.0,0,unknown,no
37.0,management,married,tertiary,no,0,no,no,cellular,25,aug,112.0,4.0,-1.0,0,unknown,no
41.0,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463.0,22.0,-1.0,0,unknown,no
35.0,management,married,tertiary,no,656,yes,yes,cellular,21,nov,83.0,4.0,-1.0,0,unknown,no
46.0,admin,divorced,secondary,no,1342,yes,no,cellular,4,feb,135.0,1.0,-1.0,0,unknown,no
32.0,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282.0,6.0,-1.0,0,unknown,yes
31.0,management,single,tertiary,no,3283,no,no,cellular,2,feb,258.0,1.0,73.0,1,failure,yes
30.0,technician,single,secondary,no,383,yes,yes,cellular,19,nov,145.0,3.0,-1.0,0,unknown,no
70.0,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,651.0,1.0,-1.0,0,unknown,yes
45.0,admin,divorced,secondary,no,59,yes,no,cellular,24,jul,873.0,8.0,-1.0,0,unknown,yes
26.0,management,single,tertiary,no,8303,no,no,cellular,8,jul,143.0,2.0,-1.0,0,unknown,no
39.0,blue-collar,married,primary,no,640,yes,no,cellular,13,may,220.0,4.0,370.0,2,unknown,no
45.0,services,married,secondary,no,88,yes,no,cellular,25,jul,87.0,4.0,-1.0,0,unknown,no
54.0,management,married,tertiary,no,0,yes,no,cellular,24,jul,140.0,2.0,-1.0,0,unknown,no
26.0,entrepreneur,married,secondary,no,345,yes,yes,cellular,21,jul,149.0,4.0,-1.0,0,unknown,no
29.0,technician,married,tertiary,no,4557,no,no,cellular,28,jan,103.0,2.0,-1.0,0,unknown,no
35.0,entrepreneur,single,secondary,no,12961,yes,no,unknown,21,may,272.0,2.0,-1.0,0,unknown,no
44.0,blue-collar,married,secondary,no,-225,yes,no,cellular,6,may,319.0,2.0,-1.0,0,unknown,no
36.0,management,married,tertiary,no,441,yes,yes,cellular,17,nov,160.0,2.0,-1.0,0,unknown,no
34.0,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574.0,1.0,-1.0,0,unknown,no
39.0,housemaid,married,primary,no,13338,no,no,cellular,11,aug,103.0,4.0,-1.0,0,unknown,no
41.0,self-employed,single,tertiary,no,10346,no,no,cellular,14,dec,352.0,1.0,182.0,3,success,no
38.0,management,married,tertiary,no,89,yes,no,cellular,14,may,71.0,1.0,360.0,10,failure,no
51.0,blue-collar,married,secondary,no,296,no,no,cellular,17,apr,177.0,1.0,-1.0,0,unknown,no
53.0,management,married,tertiary,no,115,yes,no,unknown,6,may,336.0,3.0,-1.0,0,unknown,no
36.0,entrepreneur,married,secondary,no,0,yes,no,cellular,11,may,187.0,1.0,174.0,1,failure,no
56.0,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160.0,1.0,91.0,5,success,no
39.0,management,single,tertiary,no,816,yes,no,cellular,27,aug,37.0,3.0,-1.0,0,unknown,no
57.0,blue-collar,married,primary,no,8403,no,no,unknown,20,jun,11.0,11.0,-1.0,0,unknown,no
35.0,technician,single,secondary,no,1693,yes,no,cellular,26,may,58.0,1.0,105.0,1,success,no
24.0,student,single,secondary,no,1082,no,no,cellular,24,jun,185.0,1.0,-1.0,0,unknown,no
38.0,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,334.0,7.0,-1.0,0,unknown,no
34.0,admin,married,tertiary,no,434,no,no,cellular,8,jul,165.0,3.0,-1.0,0,unknown,no
54.0,technician,married,secondary,no,1076,no,no,cellular,28,jan,338.0,1.0,-1.0,0,unknown,no
30.0,admin,single,secondary,no,613,yes,no,cellular,17,apr,180.0,2.0,302.0,1,failure,no
30.0,blue-collar,single,secondary,no,6281,no,no,cellular,21,apr,149.0,2.0,-1.0,0,unknown,yes
37.0,services,married,secondary,no,1960,yes,yes,cellular,15,oct,246.0,5.0,-1.0,0,unknown,no
55.0,blue-collar,married,secondary,no,-473,yes,no,unknown,26,may,233.0,1.0,-1.0,0,unknown,no
47.0,technician,married,primary,no,1375,yes,yes,unknown,2,jun,218.0,2.0,-1.0,0,unknown,no
43.0,management,married,tertiary,no,356,no,no,unknown,5,jun,80.0,1.0,-1.0,0,unknown,no
32.0,technician,married,secondary,no,908,yes,no,unknown,20,may,64.0,1.0,-1.0,0,unknown,no
46.0,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87.0,4.0,-1.0,0,unknown,no
43.0,self-employed,married,primary,yes,385,no,no,cellular,6,aug,359.0,2.0,-1.0,0,unknown,no
23.0,admin,single,tertiary,no,897,yes,no,cellular,8,feb,190.0,2.0,280.0,8,failure,yes
47.0,blue-collar,single,primary,no,10558,yes,no,cellular,13,may,81.0,3.0,174.0,2,unknown,no
40.0,management,married,tertiary,no,4381,no,no,telephone,29,jul,126.0,2.0,-1.0,0,unknown,no
39.0,blue-collar,single,primary,no,-491,no,yes,unknown,5,jun,179.0,1.0,-1.0,0,unknown,no
34.0,self-employed,single,tertiary,no,36,no,no,telephone,28,jan,55.0,1.0,-1.0,0,unknown,no
29.0,management,single,tertiary,no,5359,no,no,cellular,18,feb,147.0,1.0,-1.0,0,unknown,yes
45.0,management,married,tertiary,no,103,yes,no,unknown,7,may,35.0,4.0,-1.0,0,unknown,no
37.0,management,single,tertiary,no,337,yes,no,unknown,26,may,777.0,5.0,-1.0,0,unknown,no
43.0,self-employed,married,tertiary,no,2501,no,no,cellular,9,jul,582.0,2.0,161.0,4,failure,no
41.0,management,married,tertiary,no,1132,no,no,unknown,15,may,95.0,4.0,-1.0,0,unknown,no
35.0,management,single,tertiary,no,1162,no,no,cellular,30,apr,175.0,1.0,-1.0,0,unknown,yes
41.0,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242.0,3.0,-1.0,0,unknown,no
39.0,blue-collar,married,primary,no,477,yes,yes,cellular,21,nov,229.0,2.0,-1.0,0,unknown,no
39.0,admin,single,secondary,no,0,yes,no,unknown,5,jun,22.0,1.0,-1.0,0,unknown,no
39.0,management,single,tertiary,no,1509,no,no,cellular,11,nov,248.0,1.0,-1.0,0,unknown,no
47.0,admin,married,secondary,no,0,no,yes,cellular,10,feb,86.0,2.0,93.0,2,unknown,no
35.0,services,married,secondary,yes,-182,yes,no,cellular,8,may,270.0,2.0,-1.0,0,unknown,no
50.0,management,married,secondary,no,628,no,yes,unknown,2,jun,367.0,3.0,-1.0,0,unknown,no
59.0,blue-collar,married,secondary,no,0,no,no,telephone,24,jul,393.0,3.0,-1.0,0,unknown,no
53.0,technician,divorced,secondary,no,305,no,yes,unknown,17,jun,192.0,1.0,-1.0,0,unknown,no
49.0,services,married,secondary,no,1122,no,no,cellular,4,aug,143.0,1.0,-1.0,0,unknown,no
31.0,management,married,tertiary,no,623,yes,no,cellular,13,may,96.0,2.0,349.0,5,failure,no
47.0,blue-collar,married,secondary,no,33,no,no,telephone,17,nov,27.0,1.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,82,no,no,unknown,14,may,94.0,6.0,-1.0,0,unknown,no
36.0,management,single,tertiary,no,202,no,no,cellular,13,aug,150.0,4.0,-1.0,0,unknown,no
48.0,technician,married,secondary,no,7373,yes,no,unknown,14,may,126.0,1.0,-1.0,0,unknown,no
43.0,management,married,tertiary,no,0,no,no,cellular,18,jul,110.0,1.0,-1.0,0,unknown,no
35.0,services,married,tertiary,no,0,yes,no,unknown,2,jun,312.0,2.0,-1.0,0,unknown,no
33.0,management,married,tertiary,no,679,no,no,cellular,5,aug,1109.0,2.0,-1.0,0,unknown,yes
36.0,self-employed,married,primary,no,161,no,no,cellular,21,aug,239.0,3.0,-1.0,0,unknown,no
34.0,admin,married,secondary,no,747,yes,yes,cellular,17,apr,248.0,2.0,-1.0,0,unknown,no
49.0,admin,married,secondary,no,12,no,no,unknown,30,jun,217.0,2.0,-1.0,0,unknown,no
26.0,technician,single,secondary,no,8,no,no,unknown,13,may,147.0,1.0,-1.0,0,unknown,no
44.0,admin,married,tertiary,no,688,no,no,telephone,19,nov,274.0,1.0,-1.0,0,unknown,no
33.0,self-employed,single,tertiary,no,1354,yes,no,cellular,16,apr,270.0,1.0,147.0,2,failure,no
35.0,admin,married,secondary,no,126,yes,no,cellular,8,apr,268.0,1.0,-1.0,0,unknown,no
51.0,management,divorced,tertiary,no,-202,no,no,cellular,19,aug,504.0,4.0,-1.0,0,unknown,no
32.0,technician,single,secondary,no,137,no,no,cellular,20,nov,302.0,4.0,-1.0,0,unknown,no
53.0,technician,married,tertiary,no,395,no,no,cellular,3,jun,107.0,1.0,-1.0,0,unknown,no
39.0,technician,married,secondary,no,287,yes,no,unknown,23,may,63.0,1.0,-1.0,0,unknown,no
34.0,management,single,tertiary,no,-444,yes,yes,cellular,17,apr,129.0,2.0,148.0,4,unknown,no
33.0,blue-collar,married,secondary,no,932,yes,no,unknown,21,may,226.0,1.0,-1.0,0,unknown,no
42.0,blue-collar,married,primary,no,205,yes,no,cellular,17,apr,582.0,1.0,-1.0,0,unknown,no
54.0,management,married,secondary,no,527,yes,no,cellular,30,apr,112.0,1.0,281.0,3,failure,no
50.0,technician,married,tertiary,no,133,no,no,cellular,4,aug,155.0,1.0,-1.0,0,unknown,no
59.0,retired,married,primary,no,1390,no,yes,cellular,6,aug,148.0,2.0,-1.0,0,unknown,no
45.0,technician,married,secondary,no,1818,no,no,cellular,2,feb,197.0,1.0,241.0,2,unknown,no
52.0,technician,married,secondary,no,989,no,no,cellular,11,aug,356.0,1.0,-1.0,0,unknown,no
33.0,self-employed,married,secondary,no,49,yes,no,cellular,14,may,170.0,7.0,-1.0,0,unknown,no
32.0,blue-collar,married,primary,no,2114,yes,no,telephone,17,apr,40.0,1.0,-1.0,0,unknown,no
39.0,housemaid,divorced,secondary,yes,127,no,no,unknown,20,jun,150.0,2.0,-1.0,0,unknown,no
42.0,self-employed,married,tertiary,no,52,yes,no,cellular,16,apr,432.0,1.0,-1.0,0,unknown,no
51.0,admin,married,secondary,no,241,no,no,cellular,7,dec,308.0,2.0,-1.0,0,unknown,yes
33.0,technician,married,secondary,no,0,no,no,unknown,8,may,345.0,2.0,-1.0,0,unknown,no
30.0,management,married,tertiary,no,265,yes,no,unknown,26,may,45.0,4.0,-1.0,0,unknown,no
39.0,blue-collar,married,secondary,no,679,yes,no,unknown,17,jun,341.0,1.0,-1.0,0,unknown,no
38.0,management,married,tertiary,no,1221,yes,no,unknown,3,jun,258.0,1.0,-1.0,0,unknown,no
41.0,management,married,tertiary,no,144,no,no,cellular,27,feb,123.0,3.0,-1.0,0,unknown,no
32.0,admin,single,tertiary,no,8866,no,no,cellular,9,jun,234.0,2.0,83.0,2,success,yes
29.0,admin,divorced,secondary,no,-254,yes,no,cellular,14,may,406.0,2.0,-1.0,0,unknown,yes
26.0,student,single,tertiary,no,1134,no,no,cellular,21,apr,464.0,4.0,-1.0,0,unknown,yes
31.0,blue-collar,single,secondary,no,54,no,no,unknown,18,jun,230.0,3.0,-1.0,0,unknown,no
48.0,retired,married,primary,no,1591,no,no,cellular,31,jul,217.0,4.0,-1.0,0,unknown,no
46.0,management,divorced,tertiary,no,770,yes,no,unknown,16,may,94.0,1.0,-1.0,0,unknown,no
58.0,retired,married,primary,no,-257,yes,yes,cellular,8,aug,163.0,2.0,-1.0,0,unknown,no
76.0,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170.0,3.0,-1.0,0,unknown,yes
39.0,management,married,tertiary,no,429,yes,no,unknown,8,may,272.0,4.0,-1.0,0,unknown,no
33.0,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,521.0,3.0,-1.0,0,unknown,yes
33.0,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601.0,2.0,10.0,7,failure,yes
36.0,technician,married,secondary,no,0,yes,no,unknown,20,jun,156.0,7.0,-1.0,0,unknown,no
35.0,services,divorced,secondary,no,828,yes,no,cellular,21,jul,87.0,1.0,-1.0,0,unknown,no
33.0,technician,single,secondary,no,49,no,no,unknown,21,may,151.0,1.0,-1.0,0,unknown,no
44.0,blue-collar,married,secondary,no,669,yes,no,cellular,13,may,15.0,7.0,-1.0,0,unknown,no
49.0,blue-collar,married,secondary,no,1860,no,no,cellular,25,aug,150.0,3.0,-1.0,0,unknown,no
47.0,technician,married,secondary,no,1387,yes,no,unknown,30,may,219.0,4.0,-1.0,0,unknown,no
37.0,blue-collar,married,primary,no,445,yes,no,unknown,26,may,159.0,2.0,-1.0,0,unknown,no
60.0,technician,married,secondary,no,2041,no,no,telephone,29,jan,123.0,1.0,185.0,7,failure,no
30.0,services,single,secondary,no,581,yes,no,cellular,15,may,267.0,1.0,354.0,1,unknown,no
46.0,technician,married,secondary,no,1596,yes,no,cellular,26,aug,106.0,7.0,-1.0,0,unknown,no
55.0,retired,single,primary,no,700,no,yes,unknown,27,jun,141.0,1.0,-1.0,0,unknown,no
29.0,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262.0,5.0,-1.0,0,unknown,no
50.0,technician,married,secondary,no,0,yes,no,unknown,2,jun,171.0,2.0,-1.0,0,unknown,no
57.0,retired,married,secondary,no,718,no,no,cellular,3,jun,170.0,1.0,-1.0,0,unknown,no
31.0,services,married,secondary,no,-327,yes,no,unknown,28,may,408.0,1.0,-1.0,0,unknown,no
38.0,management,married,tertiary,no,590,no,no,cellular,31,jul,49.0,2.0,-1.0,0,unknown,no
44.0,housemaid,married,primary,no,71,yes,no,cellular,11,jul,251.0,2.0,-1.0,0,unknown,no
42.0,self-employed,married,tertiary,no,-426,yes,no,telephone,23,jul,160.0,7.0,-1.0,0,unknown,no
42.0,blue-collar,married,secondary,no,193,yes,no,unknown,17,jun,171.0,1.0,-1.0,0,unknown,no
54.0,blue-collar,married,secondary,no,3002,no,no,cellular,13,aug,110.0,4.0,-1.0,0,unknown,no
72.0,admin,married,primary,no,2321,no,no,cellular,14,sep,221.0,2.0,64.0,12,failure,yes
37.0,admin,married,secondary,no,1314,yes,no,cellular,21,aug,200.0,1.0,91.0,10,failure,no
31.0,management,married,tertiary,no,2229,yes,no,unknown,26,may,90.0,4.0,-1.0,0,unknown,no
45.0,admin,married,secondary,no,171,yes,yes,cellular,7,aug,292.0,1.0,-1.0,0,unknown,no
24.0,blue-collar,single,secondary,no,431,yes,no,unknown,3,jun,108.0,2.760782570031125,-1.0,0,unknown,no
65.0,retired,married,primary,no,3629,no,no,cellular,27,apr,148.0,1.0,-1.0,0,unknown,yes
34.0,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,276.0,1.0,-1.0,0,unknown,no
30.0,services,married,tertiary,no,2025,yes,no,cellular,17,apr,140.0,1.0,-1.0,0,unknown,no
52.0,admin,married,secondary,no,1236,yes,no,unknown,6,may,247.0,1.0,-1.0,0,unknown,no
31.0,blue-collar,married,primary,no,2,yes,yes,cellular,10,jul,112.0,1.0,-1.0,0,unknown,no
38.0,services,married,tertiary,no,0,yes,no,cellular,17,apr,239.0,1.0,147.0,4,failure,no
53.0,blue-collar,married,secondary,no,2231,yes,no,cellular,14,jul,272.0,3.0,-1.0,0,unknown,no
58.0,retired,married,tertiary,no,1326,no,no,cellular,28,aug,201.0,1.0,-1.0,0,unknown,no
48.0,blue-collar,married,primary,no,551,yes,yes,cellular,17,apr,1064.0,3.0,303.0,5,failure,no
31.0,management,single,tertiary,no,155,yes,no,cellular,5,aug,291.0,1.0,-1.0,0,unknown,no
31.0,technician,married,secondary,no,671,no,no,cellular,2,feb,119.0,2.0,175.0,2,failure,no
35.0,entrepreneur,married,primary,yes,25,no,yes,cellular,7,jul,236.0,1.0,-1.0,0,unknown,no
31.0,technician,married,secondary,no,222,yes,no,unknown,29,may,251.0,4.0,-1.0,0,unknown,no
30.0,technician,single,secondary,no,3096,yes,no,cellular,11,aug,272.0,4.0,-1.0,0,unknown,no
39.0,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699.0,1.0,119.0,1,failure,yes
42.0,self-employed,single,tertiary,no,580,no,no,cellular,5,feb,393.0,1.0,-1.0,0,unknown,no
32.0,entrepreneur,married,tertiary,no,281,yes,no,telephone,20,apr,18.0,5.0,40.47597864768683,2,failure,no
43.0,management,married,tertiary,no,0,no,no,cellular,18,aug,241.0,5.0,-1.0,0,unknown,no
69.0,retired,married,secondary,no,647,no,no,telephone,27,mar,199.0,1.0,-1.0,0,unknown,no
57.0,management,divorced,secondary,no,854,no,no,cellular,27,aug,700.0,4.0,92.0,1,failure,yes
61.0,retired,divorced,secondary,no,410,no,yes,cellular,31,jul,470.0,4.0,-1.0,0,unknown,no
48.0,admin,married,secondary,no,178,no,no,cellular,10,nov,228.0,1.0,-1.0,0,unknown,no
25.0,student,single,secondary,no,1919,yes,no,cellular,15,may,264.0,1.0,351.0,4,failure,no
39.0,blue-collar,single,secondary,no,10,yes,no,telephone,15,may,23.0,3.0,346.0,10,failure,no
33.0,technician,married,secondary,yes,-708,no,no,cellular,29,aug,93.0,2.0,-1.0,0,unknown,no
26.0,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810.0,1.0,268.0,1,failure,yes
28.0,management,single,tertiary,no,1808,no,no,cellular,30,apr,262.55842997323816,1.0,-1.0,0,unknown,yes
61.0,management,married,tertiary,no,267,no,no,cellular,21,oct,192.0,3.0,184.0,1,success,yes
45.0,services,married,secondary,no,222,no,no,cellular,25,aug,119.0,11.0,-1.0,0,unknown,no
54.0,technician,divorced,secondary,no,1904,yes,yes,unknown,7,may,280.0,3.0,-1.0,0,unknown,no
48.0,management,single,secondary,no,290,yes,no,cellular,21,jul,257.0,2.0,-1.0,0,unknown,no
43.0,technician,divorced,secondary,no,0,no,no,cellular,28,aug,192.0,2.0,-1.0,0,unknown,no
39.0,admin,single,secondary,no,2345,yes,no,cellular,8,may,491.0,2.0,344.0,2,failure,yes
43.0,technician,married,secondary,no,2344,yes,no,unknown,27,may,111.0,2.0,-1.0,0,unknown,no
53.0,technician,married,tertiary,no,0,yes,no,cellular,21,aug,53.0,1.0,-1.0,0,unknown,no
39.0,blue-collar,married,secondary,no,607,yes,no,unknown,6,may,99.0,2.0,-1.0,0,unknown,no
49.0,admin,single,secondary,no,716,yes,no,unknown,15,may,1257.0,3.0,-1.0,0,unknown,yes
45.0,technician,married,secondary,no,-374,no,yes,cellular,18,aug,149.0,5.0,-1.0,0,unknown,no
26.0,management,divorced,tertiary,yes,-402,no,yes,cellular,29,jan,66.0,2.0,262.0,2,failure,no
39.0,management,single,tertiary,no,-50,yes,no,unknown,27,may,59.0,1.0,-1.0,0,unknown,no
29.0,technician,single,secondary,no,309,yes,no,unknown,13,may,214.0,1.0,-1.0,0,unknown,no
35.0,management,married,tertiary,no,260,no,no,cellular,7,aug,358.0,2.0,-1.0,0,unknown,no
45.0,services,married,secondary,no,561,yes,no,unknown,29,may,340.0,7.0,-1.0,0,unknown,no
32.0,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801.0,5.0,355.0,2,failure,yes
31.0,admin,married,secondary,no,3052,yes,yes,unknown,27,may,139.0,2.0,-1.0,0,unknown,no
33.0,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563.0,5.0,-1.0,0,unknown,yes
45.0,management,single,tertiary,no,311,yes,yes,cellular,22,may,81.0,1.0,-1.0,0,unknown,no
33.0,services,married,secondary,no,1397,yes,no,cellular,16,apr,370.0,1.0,146.0,3,failure,no
43.0,blue-collar,single,secondary,no,1306,yes,no,cellular,16,apr,243.0,1.0,336.0,1,failure,no
30.0,admin,single,secondary,no,265,yes,no,cellular,25,may,681.0,1.0,181.0,2,success,yes
28.0,blue-collar,single,secondary,no,448,yes,no,unknown,28,may,307.0,1.0,-1.0,0,unknown,no
58.0,blue-collar,married,secondary,no,703,no,no,unknown,20,jun,37.0,3.0,-1.0,0,unknown,no
53.0,technician,single,secondary,yes,-435,yes,yes,unknown,16,jun,131.0,2.0,-1.0,0,unknown,no
40.0,housemaid,single,primary,no,109,yes,no,cellular,8,may,308.0,1.0,367.0,3,failure,no
33.0,technician,single,secondary,no,608,no,no,cellular,31,jul,58.0,4.0,-1.0,0,unknown,no
42.0,blue-collar,married,secondary,no,879,yes,no,cellular,18,nov,140.0,1.0,-1.0,0,unknown,no
27.0,management,single,tertiary,no,541,yes,no,unknown,12,may,145.0,1.0,-1.0,0,unknown,no
22.0,student,single,secondary,no,562,yes,no,cellular,5,may,147.0,1.0,-1.0,0,unknown,no
33.0,services,single,secondary,no,0,yes,no,cellular,28,jul,174.0,2.0,-1.0,0,unknown,no
58.0,management,married,tertiary,no,2076,no,no,cellular,27,aug,49.0,4.0,-1.0,0,unknown,no
50.0,services,married,secondary,no,1595,no,no,unknown,9,jun,882.0,1.0,-1.0,0,unknown,yes
26.0,admin,single,secondary,no,-378,no,yes,cellular,8,jul,165.0,1.0,-1.0,0,unknown,no
29.0,technician,single,secondary,no,1706,yes,no,cellular,18,jul,462.0,2.0,-1.0,0,unknown,no
36.0,unemployed,single,primary,no,1201,yes,no,unknown,5,jun,57.0,1.0,-1.0,0,unknown,no
37.0,services,married,secondary,no,4760,yes,no,cellular,8,may,182.0,2.0,169.0,2,failure,no
39.0,services,married,secondary,no,20928,no,no,cellular,14,may,1166.0,1.0,352.0,1,unknown,no
35.0,unemployed,married,primary,no,494,yes,no,unknown,15,may,71.0,4.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165.0,7.0,-1.0,0,unknown,no
64.0,retired,married,primary,no,2140,no,no,cellular,16,mar,881.0,3.0,155.0,2,failure,yes
40.0,retired,married,primary,no,407,yes,no,cellular,2,feb,200.0,1.0,271.0,1,failure,no
59.0,blue-collar,married,primary,no,699,no,no,cellular,27,aug,88.0,6.0,-1.0,0,unknown,no
50.0,admin,married,primary,no,246,yes,no,cellular,13,may,234.0,2.0,299.0,5,failure,no
43.0,management,divorced,tertiary,no,1133,yes,no,cellular,5,may,131.0,1.0,-1.0,0,unknown,no
29.0,technician,single,tertiary,no,1221,yes,no,cellular,21,jul,72.0,2.0,-1.0,0,unknown,no
33.0,services,divorced,secondary,no,69,yes,no,cellular,2,feb,300.0,2.0,-1.0,0,unknown,no
46.0,technician,married,secondary,no,278,yes,no,cellular,12,may,207.0,1.0,306.0,1,failure,no
49.0,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32.0,3.0,-1.0,0,unknown,no
56.0,admin,married,secondary,no,2796,no,no,telephone,31,jul,39.0,3.0,-1.0,0,unknown,no
33.0,retired,married,secondary,no,165,no,no,unknown,7,may,111.0,1.0,-1.0,0,unknown,no
33.0,technician,divorced,secondary,no,0,yes,no,cellular,7,may,177.0,2.0,-1.0,0,unknown,no
52.0,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453.0,1.0,183.0,3,success,yes
27.0,management,single,tertiary,no,6421,no,no,telephone,28,jan,147.0,4.0,-1.0,0,unknown,no
53.0,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352.0,1.0,-1.0,0,unknown,yes
35.0,blue-collar,married,secondary,no,-613,yes,no,unknown,16,may,754.0,1.0,-1.0,0,unknown,no
60.0,blue-collar,married,primary,no,3820,no,no,unknown,15,may,186.0,1.0,-1.0,0,unknown,no
36.0,admin,single,tertiary,no,980,no,no,cellular,1,feb,343.0,2.0,95.0,2,failure,no
60.0,management,married,primary,no,21292,no,no,unknown,16,jun,242.0,6.0,-1.0,0,unknown,no
52.0,services,married,secondary,no,2904,yes,no,cellular,15,apr,201.0,6.0,272.0,3,failure,no
28.0,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,245.0,3.0,-1.0,0,unknown,no
42.0,blue-collar,married,primary,no,250,yes,no,unknown,4,jun,46.0,16.0,-1.0,0,unknown,no
71.0,retired,married,tertiary,no,3895,no,no,cellular,7,aug,116.0,1.0,-1.0,0,unknown,no
31.0,management,divorced,tertiary,no,416,no,no,cellular,11,aug,33.0,2.0,-1.0,0,unknown,no
35.0,admin,married,tertiary,no,6,no,no,cellular,26,aug,130.0,2.0,-1.0,0,unknown,no
27.0,blue-collar,single,secondary,no,672,yes,no,unknown,23,may,164.0,1.0,-1.0,0,unknown,no
32.0,technician,single,tertiary,no,392,yes,no,cellular,21,nov,148.0,2.0,-1.0,0,unknown,no
50.0,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180.0,1.0,-1.0,0,unknown,yes
48.0,admin,single,primary,no,1078,no,no,unknown,17,jun,75.0,1.0,-1.0,0,unknown,no
56.0,retired,married,secondary,no,0,no,no,cellular,2,jun,71.0,3.0,-1.0,0,unknown,no
53.0,management,married,tertiary,no,20772,no,no,cellular,4,feb,715.0,1.0,-1.0,0,unknown,no
47.0,housemaid,divorced,secondary,no,26,no,no,cellular,22,aug,48.0,4.0,-1.0,0,unknown,no
32.0,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126.0,2.0,134.0,1,unknown,yes
43.0,blue-collar,married,secondary,no,117,yes,no,telephone,28,jan,170.0,2.0,240.0,1,unknown,no
46.0,blue-collar,married,secondary,no,723,no,no,cellular,8,aug,63.0,2.0,-1.0,0,unknown,no
27.0,self-employed,single,tertiary,no,202,yes,no,cellular,21,jul,678.0,1.0,-1.0,0,unknown,no
50.0,management,married,tertiary,no,0,no,no,cellular,21,aug,89.0,2.0,-1.0,0,unknown,no
34.0,management,divorced,tertiary,no,0,no,no,cellular,5,feb,108.0,4.0,175.0,3,failure,no
31.0,entrepreneur,single,tertiary,no,46,yes,no,cellular,5,feb,90.0,1.0,-1.0,0,unknown,no
42.0,services,married,secondary,no,1376,yes,no,cellular,2,mar,712.0,4.0,-1.0,0,unknown,yes
36.0,management,single,tertiary,no,1520,no,no,cellular,22,aug,101.0,2.0,-1.0,0,unknown,no
42.0,blue-collar,single,secondary,no,419,no,no,cellular,7,jul,88.0,3.0,-1.0,0,unknown,no
47.0,admin,married,secondary,no,-1091,yes,yes,cellular,31,jul,153.0,4.0,-1.0,0,unknown,no
26.0,blue-collar,single,secondary,no,2613,no,no,cellular,29,jan,435.0,2.0,-1.0,0,unknown,no
67.0,admin,married,primary,no,1093,no,no,telephone,8,jul,64.0,3.0,-1.0,0,unknown,no
40.0,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558.0,5.0,-1.0,0,unknown,no
33.0,services,married,secondary,no,931,yes,no,unknown,29,may,263.0,3.0,-1.0,0,unknown,no
39.0,services,married,primary,no,1951,yes,no,unknown,23,may,208.0,2.0,-1.0,0,unknown,no
39.0,blue-collar,divorced,secondary,no,33,no,no,cellular,29,jan,593.0,4.0,-1.0,0,unknown,no
32.0,self-employed,single,secondary,no,202,yes,no,cellular,16,apr,827.0,1.0,149.0,1,failure,no
30.0,self-employed,married,tertiary,no,5,yes,yes,cellular,9,jul,99.0,2.0,-1.0,0,unknown,no
35.0,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226.0,3.0,280.0,1,unknown,no
